test_index,threat_key,threat_event,calibrated_probability,likelihood,impact_confidentiality,impact_integrity,impact_availability,impact_overall,risk_score,risk_level,impact_method,timestamp,event_type,event_category,log_level,status,anomaly_reason,user_email_hash,user_domain_type,role,ip_address,url_module,hour,is_off_hours,sess_events_per_hour,ip_events_per_hour,anomaly_reason_reference,top3_features,top3_shap_values,operational_triage
1414,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-04 08:41:14,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,8,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.942151|-1.721321|-1.670504,P2_analyst_review
1434,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-04 11:48:12,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,11,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.942151|-1.680083|-1.592796,P2_analyst_review
1435,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-04 11:51:49,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,11,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.943607|-1.671630|-1.591354,P2_analyst_review
1441,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-04 12:56:54,Sync Fail [m_kelas_kuliah]: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '7,error,ERROR,,db_error_suspicious,,unknown,,,,12,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.698955|-2.439325|1.830537,P1_immediate_investigation
1444,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-04 13:14:51,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,13,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.832949|-1.755165|-1.626832,P2_analyst_review
1445,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-04 13:16:01,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,13,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.832949|-1.761129|-1.642039,P2_analyst_review
1479,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-04 16:40:07,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,16,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.808639|-1.796567|-1.647750,P2_analyst_review
1500,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-04 20:51:19,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,20,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.943607|-1.319939|-1.151125,P1_immediate_investigation
1515,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-05 01:19:47,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,1,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.594069|2.724659|1.486366,P1_immediate_investigation
1524,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-05 03:47:31,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,3,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.384098|2.737921|1.337712,P1_immediate_investigation
1527,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-05 04:21:43,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.723992|2.744969|1.380861,P1_immediate_investigation
1529,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-05 04:24:01,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.667837|2.744223|1.369011,P1_immediate_investigation
1530,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-05 04:25:26,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.562471|2.744223|1.365424,P1_immediate_investigation
1535,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-05 05:06:19,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,5,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.703324|2.731174|1.300567,P1_immediate_investigation
1536,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-05 05:11:17,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,5,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.767477|2.737330|1.374505,P1_immediate_investigation
1574,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-05 10:31:34,Sync Error Class ID d26eef3b-1ea3-4d48-899e-1c8cc5698b42: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.669477|-2.482122|1.586711,P2_analyst_review
1585,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-05 12:45:27,Error syncing mahasiswa from PDDIKTI: cURL error 28: Operation timed out after 30002 milliseconds wi,error,ERROR,,error_level,,unknown,,,,12,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.661277|-2.491921|1.655197,P2_analyst_review
1587,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-05 12:47:47,Error syncing mahasiswa from PDDIKTI: cURL error 28: Operation timed out after 30002 milliseconds wi,error,ERROR,,error_level,,unknown,,,,12,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.661277|-2.477748|1.690103,P2_analyst_review
1597,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-05 14:58:28,Sync Error Class ID 51af1c60-b9dc-48b8-a765-3fe085d59e0d: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,14,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.699826|-2.344589|1.795295,P2_analyst_review
1598,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-05 15:00:31,Sync Error Class ID 51af1c60-b9dc-48b8-a765-3fe085d59e0d: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,15,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.694771|-2.363871|1.878997,P2_analyst_review
1617,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-05 19:07:41,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.935166|-1.171569|-1.150292,P1_immediate_investigation
1618,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-05 19:08:44,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.932992|-1.157143|-1.155161,P1_immediate_investigation
1619,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-05 19:11:14,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.931536|-1.186872|-1.160184,P1_immediate_investigation
1620,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-05 19:12:46,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.931536|-1.205209|-1.177385,P1_immediate_investigation
1621,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-05 19:13:25,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.931536|-1.225422|-1.197768,P1_immediate_investigation
1638,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-06 04:41:05,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.527295|2.788951|1.445334,P1_immediate_investigation
1678,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-06 15:04:27,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.984027|-1.677117|-1.531795,P2_analyst_review
1680,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-06 15:07:54,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.957073|-1.728567|-1.552226,P2_analyst_review
1687,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-06 16:18:21,Sync Fail [m_kelas_kuliah]: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '7,error,ERROR,,db_error_suspicious,,unknown,,,,16,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.660121|-2.524903|1.854572,P1_immediate_investigation
1741,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 08:22:13,Cannot use object of type stdClass as array (View: /var/www/html/siuter-unsap/resources/views/fakult,error,ERROR,,error_level,,unknown,,,,8,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.640565|-2.332858|1.430348,P2_analyst_review
1748,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:00:59,Cannot use object of type stdClass as array (View: /var/www/html/siuter-unsap/resources/views/fakult,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.688138|-2.133264|1.837878,P2_analyst_review
1750,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:24:16,Sync Error Class ID 1f5bfe46-ef2c-463d-ad97-d3cfd96cb793: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529847|1.945090,P2_analyst_review
1751,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:25:22,Sync Error Class ID 6a78c8d0-c707-4b50-b1f8-de5c444623ae: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529847|1.945090,P2_analyst_review
1754,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:26:24,Sync Error Class ID 7d4c4701-7a55-4f01-88de-83e492648cf4: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529847|1.945090,P2_analyst_review
1756,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:27:27,Sync Error Class ID a36cc2e8-c5f0-4842-a6a5-e47fc33c351e: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659972|-2.528805|1.947591,P2_analyst_review
1757,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:28:29,Sync Error Class ID c49691d6-af70-4563-925a-f6475ef17070: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659972|-2.530013|1.945128,P2_analyst_review
1758,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:29:40,Sync Error Class ID 73e0872a-a8ec-41b7-9be8-f3a7fe95c51f: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659972|-2.530091|1.945148,P2_analyst_review
1759,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:30:40,Sync Error Class ID 7487b3bf-e819-4f18-a184-9a96d0db42d1: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659972|-2.530091|1.945148,P2_analyst_review
1761,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:31:40,Sync Error Class ID 77d71bba-ac9a-4f6d-b3f2-3ee8fd8c4c5c: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659972|-2.529045|1.947653,P2_analyst_review
1762,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:32:40,Sync Error Class ID 77ecb013-004b-42cc-942c-620b6000e3a1: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659972|-2.529045|1.947653,P2_analyst_review
1763,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:33:40,Sync Error Class ID 7d4c4701-7a55-4f01-88de-83e492648cf4: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659972|-2.529129|1.947675,P2_analyst_review
1766,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:34:41,Sync Error Class ID 80a85bdb-a735-4e28-8592-2952ee8e02a0: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529124|1.947679,P2_analyst_review
1768,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:35:41,Sync Error Class ID 82580bc6-7f35-424a-ae68-95afbdd56ac3: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529124|1.947679,P2_analyst_review
1769,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:36:41,Sync Error Class ID 83839926-779f-4386-afe7-c749837da57f: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529124|1.947679,P2_analyst_review
1770,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:37:41,Sync Error Class ID 8942cb10-1dd7-4cbb-90c7-cdfc157a0965: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529124|1.947679,P2_analyst_review
1771,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:37:44,Cannot use object of type stdClass as array (View: /var/www/html/siuter-unsap/resources/views/fakult,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.640565|-2.281638|1.377229,P2_analyst_review
1773,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:38:41,Sync Error Class ID 8c37c635-f4c0-4bc5-9fc5-4b709429f5b1: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529930|1.945116,P2_analyst_review
1774,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:39:41,Sync Error Class ID 8ccc9cc7-83b2-4655-a7de-b1c521b476df: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.659977|-2.529930|1.945172,P2_analyst_review
1775,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-07 09:40:07,Cannot use object of type stdClass as array (View: /var/www/html/siuter-unsap/resources/views/fakult,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.600613|-2.329004|1.406453,P2_analyst_review
